transaction_real_price,city,exclusive_use_area,floor,total_parking_capacity_in_site,total_household_count_in_sites,apartment_building_count_in_sites,supply_area,total_household_count_of_area_type,room_count,bathroom_count,heat_fuel_cogeneration,heat_fuel_gas,heat_type_central,heat_type_district,heat_type_individual,front_door_structure_corridor,front_door_structure_mixed,front_door_structure_stairway
649000000,1,70.73,2,1625.0,2280,33,89.26,780,2.0,1.0,1,0,0,1,0,1,0,0
208500000,0,53.29,20,268.0,440,1,70.85,300,2.0,1.0,0,1,0,0,1,0,0,1
695000000,1,84.96,15,1356.0,1260,8,110.46,1260,3.0,1.0,1,0,0,1,0,1,0,0
520000000,1,84.98,13,467.0,433,7,107.08,307,3.0,2.0,0,1,0,0,1,0,0,1
663000000,1,59.96,3,3384.0,3404,35,83.76,705,3.0,1.0,0,1,0,0,1,1,0,0
67000000,0,59.91,16,125.0,183,1,84.85,97,3.0,1.0,0,1,0,0,1,1,0,0
230000000,1,59.92,7,781.0,1391,10,82.41,690,3.0,1.0,1,0,0,1,0,1,0,0
310000000,0,144.48,24,2381.0,1391,14,179.62,93,4.0,2.0,0,1,0,0,1,0,0,1
941000000,1,59.98,10,3893.0,2444,28,87.73,44,3.0,2.0,1,0,0,1,0,0,0,1
105000000,0,59.98,2,547.0,928,9,74.82,4,3.0,1.0,1,0,0,1,0,1,0,0
314000000,1,59.59,15,1323.0,1114,14,84.14,162,3.0,1.0,0,1,0,0,1,0,0,1
475000000,0,76.67,5,1197.0,798,8,100.06,60,3.0,1.0,0,1,1,0,0,0,0,1
175000000,1,41.34,2,434.0,619,3,57.86,237,2.0,1.0,0,1,0,0,1,0,1,0
250000000,1,49.85,13,1800.0,3481,25,70.32,468,3.0,1.0,1,0,0,1,0,0,0,1
177130000,0,84.4977,8,162.0,150,3,106.78,120,3.0,2.0,0,1,0,0,1,0,0,1
340000000,1,83.27,11,286.0,465,4,100.9,13,3.0,2.0,0,1,0,0,1,0,0,1
176000000,0,84.975,16,313.0,480,3,102.46,168,3.0,2.0,0,1,0,0,1,0,0,1
268000000,1,49.14,7,86.0,132,1,65.83,72,2.0,1.0,1,0,0,1,0,1,0,0
149880000,0,84.9387,1,222.0,215,3,108.64,87,3.0,2.0,0,1,0,0,1,0,0,1
1050000000,1,84.50299999999999,11,1529.0,1144,17,109.62,1,3.0,2.0,1,0,0,1,0,0,0,1
520000000,1,84.13,10,472.0,457,5,121.36,44,3.0,2.0,1,0,0,1,0,0,0,1
1100000000,1,84.99,15,7876.0,5563,65,109.26,201,3.0,2.0,1,0,0,1,0,0,0,1
420000000,1,114.93,7,1459.0,1371,13,148.76,22,4.0,2.0,0,1,0,0,1,0,0,1
93000000,0,59.98,23,774.0,763,6,80.54,229,3.0,1.0,0,1,0,0,1,0,0,1
1010000000,1,84.95,25,1821.0,1129,13,112.73,234,3.0,2.0,1,0,0,0,1,0,0,1
358000000,1,58.59,13,2561.0,2134,26,76.39,0,2.0,1.0,0,1,0,0,1,1,0,0
300000000,1,49.94,12,600.0,1944,16,70.35,486,2.0,1.0,1,0,0,1,0,1,0,0
180000000,0,53.29,26,268.0,440,1,70.85,300,2.0,1.0,0,1,0,0,1,0,0,1
780000000,1,75.51,3,855.0,855,10,103.06,360,3.0,1.0,0,1,1,0,0,1,0,0
253000000,1,59.95,7,706.0,1313,9,81.14,630,3.0,1.0,1,0,0,1,0,1,0,0
432000000,1,84.82,9,299.0,783,7,101.94,336,3.0,2.0,0,1,0,0,1,0,0,1
159500000,0,84.84,11,350.0,450,2,102.14,108,3.0,2.0,0,1,0,0,1,0,0,1
118230000,0,84.8404,17,775.0,846,8,103.41,163,3.0,2.0,0,1,0,0,1,0,0,1
83000000,0,59.97,10,1152.0,998,9,79.27,92,2.0,1.0,0,1,0,0,1,0,0,1
141500000,1,39.6,6,257.0,660,4,53.54,240,2.0,1.0,1,0,0,1,0,1,0,0
939000000,1,76.79,5,5000.0,4424,28,101.52,13,3.0,1.0,1,0,0,1,0,1,0,0
335000000,1,59.99800000000001,22,671.0,600,7,83.24,124,3.0,2.0,0,1,0,0,1,0,0,1
350000000,1,59.98,11,1267.0,999,18,81.23,53,3.0,2.0,0,1,0,0,1,0,0,1
125000000,0,29.24,7,717.0,674,5,43.53,228,1.0,1.0,0,1,0,0,1,1,0,0
188000000,0,83.7711,11,1024.0,989,10,116.07,117,3.0,2.0,0,1,0,0,1,0,0,1
170000000,1,59.88,2,194.0,202,2,77.35,54,3.0,2.0,0,1,0,0,1,0,0,1
202000000,0,58.695,5,962.0,892,8,79.91,148,2.0,1.0,0,1,0,0,1,0,0,1
1650000000,1,120.99,6,1164.0,1140,15,130.58,44,4.0,1.0,1,0,0,1,0,1,0,0
340000000,0,84.98,16,619.0,362,3,108.11,266,3.0,2.0,0,1,0,0,1,0,0,1
256000000,0,70.1847,20,3400.0,3160,30,94.41,384,3.0,2.0,0,1,0,0,1,0,0,1
530000000,1,84.98,11,4596.0,3226,40,112.47,422,3.0,2.0,0,1,0,0,1,0,0,1
697000000,1,59.97,6,4113.0,2678,35,86.43,424,3.0,2.0,1,0,0,1,0,0,0,1
256000000,0,84.9949,13,1875.0,1627,13,109.62,929,3.0,2.0,0,1,0,0,1,0,0,1
312500000,0,84.9282,21,950.0,560,7,110.95,20,3.0,2.0,0,1,0,0,1,0,0,1
412000000,1,59.97,14,1855.0,1605,25,79.62,241,3.0,2.0,0,1,0,0,1,0,0,1
180000000,0,83.96,3,104.0,207,1,108.55,21,3.0,2.0,0,1,0,0,1,0,0,1
750000000,1,115.83,5,277.0,555,7,127.42,150,4.0,1.0,1,0,0,1,0,0,0,1
555000000,1,59.862,11,672.0,707,12,76.03,63,3.0,2.0,0,1,0,0,1,0,0,1
170000000,0,84.98,14,1578.0,922,9,108.06,150,3.0,2.0,0,1,0,0,1,0,0,1
530000000,0,84.9949,6,1632.0,1139,16,115.98,349,3.0,2.0,0,1,0,0,1,0,0,1
458000000,1,59.55,4,1415.0,1102,14,75.06,343,3.0,1.0,0,1,0,0,1,1,0,0
175000000,1,49.14,12,329.0,609,5,68.73,16,2.0,1.0,0,1,1,0,0,1,0,0
542000000,1,113.25,12,1017.0,914,10,139.06,320,4.0,2.0,0,1,1,0,0,0,0,1
106000000,0,84.96,14,702.0,848,11,102.96,80,3.0,2.0,0,1,0,0,1,0,0,1
355000000,1,59.9,14,468.0,583,5,83.52,76,2.0,1.0,0,1,1,0,0,1,0,0
395000000,1,83.97,5,176.0,126,4,108.42,14,3.0,2.0,0,1,0,0,1,0,0,1
130000000,0,58.46,13,1418.0,4056,26,80.24,528,2.0,1.0,0,1,0,0,1,1,0,0
610000000,1,84.705,14,4494.0,4494,56,103.12,900,3.0,1.0,1,0,0,1,0,0,0,1
133000000,0,84.92,15,203.0,288,1,106.91,138,3.0,2.0,0,1,0,0,1,0,0,1
372000000,1,84.98,4,1179.0,987,13,108.73,348,3.0,2.0,1,0,0,1,0,0,0,1
215000000,0,59.4,11,1440.0,1780,16,80.71,857,3.0,1.0,0,1,0,0,1,0,0,1
218500000,1,59.99,15,500.0,579,6,79.34,63,3.0,1.0,0,1,1,0,0,1,0,0
184500000,0,84.98,10,248.0,298,6,106.58,112,3.0,2.0,0,1,0,0,1,0,0,1
385000000,1,114.88,23,1665.0,2017,22,137.59,325,4.0,2.0,0,1,0,0,1,0,0,1
274000000,0,158.58,9,758.0,570,7,186.82,40,5.0,2.0,0,1,0,0,1,0,0,1
305000000,1,59.99,7,1177.0,1074,16,82.87,514,3.0,2.0,0,1,0,0,1,0,0,1
600000000,0,127.489,3,1405.0,998,6,170.24,288,4.0,2.0,0,1,0,0,1,0,0,1
289000000,1,84.92,3,182.0,196,1,116.08,95,3.0,2.0,0,1,0,0,1,0,0,1
165000000,1,49.95,13,997.0,997,9,69.64,258,2.0,1.0,1,0,0,1,0,1,0,0
178440000,0,84.53,4,494.0,444,8,112.09,105,3.0,2.0,1,0,0,1,0,0,0,1
257000000,0,84.9944,8,204.0,165,4,112.69,27,3.0,2.0,0,1,0,0,1,0,0,1
690000000,1,59.94,5,1535.0,1410,19,80.99,188,2.0,1.0,0,1,0,0,1,0,0,1
320000000,1,84.44,2,103.0,120,1,112.3,34,3.0,2.0,0,1,0,0,1,0,0,1
480000000,1,84.99,12,1777.0,1370,24,112.28,63,3.0,2.0,0,1,0,0,1,0,0,1
510000000,1,84.98,9,619.0,564,7,105.46,114,3.0,2.0,0,1,0,0,1,0,0,1
830000000,1,84.8,18,7712.0,5678,72,111.52,2938,3.0,2.0,1,0,0,1,0,0,0,1
270000000,0,84.62,13,287.0,612,6,105.67,272,3.0,2.0,0,1,0,0,1,0,0,1
507000000,1,59.76,20,389.0,348,4,81.86,80,3.0,1.0,0,1,0,0,1,1,0,0
250000000,1,59.58,10,4932.0,4509,31,81.7,684,2.0,1.0,0,1,1,0,0,1,0,0
428000000,1,84.95,12,1346.0,1168,17,107.66,473,3.0,2.0,0,1,0,0,1,0,0,1
433500000,1,64.26,12,217.0,435,4,87.28,75,3.0,1.0,1,0,0,1,0,1,0,0
1385000000,1,158.705,1,4494.0,4494,56,182.8,558,4.0,2.0,1,0,0,1,0,0,0,1
125000000,0,84.99,6,3776.0,3382,35,107.48,850,3.0,2.0,0,1,0,0,1,0,0,1
317000000,1,59.99,21,2251.0,2904,21,78.18,753,3.0,2.0,0,1,0,0,1,1,0,0
130000000,0,78.3,1,2169.0,2181,15,98.22,250,3.0,1.0,0,1,1,0,0,1,0,0
397000000,1,59.98,27,1344.0,1012,15,79.59,106,3.0,2.0,0,1,0,0,1,0,0,1
355000000,1,59.98,5,4804.0,3830,54,81.43,1195,3.0,2.0,0,1,0,0,1,0,0,1
240000000,1,45.9,3,676.0,2265,26,60.52,420,2.0,1.0,1,0,0,1,0,1,0,0
86000000,0,84.94,11,367.0,418,2,105.69,200,3.0,2.0,0,1,0,0,1,0,0,1
499000000,0,107.56,10,1197.0,798,8,127.81,84,4.0,2.0,0,1,1,0,0,0,0,1
335000000,1,84.9804,3,305.0,245,11,109.33,169,3.0,2.0,0,1,0,0,1,0,0,1
393000000,0,179.97,2,857.0,375,14,218.21,70,3.0,2.0,1,0,0,1,0,0,0,1
370000000,1,59.98,22,533.0,538,6,87.47,226,3.0,1.0,0,1,0,0,1,1,0,0
648000000,0,188.08,19,4515.0,2637,30,230.65,144,5.0,2.0,0,1,0,0,1,0,0,1
335000000,1,58.86,8,707.0,495,5,77.61,54,3.0,1.0,1,0,0,1,0,1,0,0
399500000,1,59.72,8,278.0,271,3,83.38,65,2.0,1.0,0,1,0,0,1,1,0,0
70500000,1,45.55,4,676.0,2265,26,60.07,210,2.0,1.0,1,0,0,1,0,1,0,0
1070000000,1,84.99,16,7876.0,5563,65,109.34,436,3.0,2.0,1,0,0,1,0,0,0,1
360000000,1,59.788,7,576.0,503,10,84.16,214,3.0,2.0,0,1,0,0,1,0,0,1
415000000,1,84.01,3,146.0,146,2,109.16,62,3.0,2.0,0,1,0,0,1,0,0,1
244000000,0,84.32,19,383.0,394,4,105.79,132,3.0,2.0,0,1,0,0,1,0,0,1
1670000000,1,84.93,4,3893.0,2444,28,113.71,198,3.0,2.0,1,0,0,1,0,0,0,1
254000000,1,59.5,19,233.0,216,3,77.01,84,3.0,1.0,0,1,0,0,1,0,0,1
380000000,1,84.71,13,4804.0,3830,54,111.12,292,3.0,2.0,0,1,0,0,1,0,0,1
399000000,1,84.97,5,3940.0,3003,25,109.57,1066,3.0,2.0,0,1,0,0,1,0,0,1
785000000,1,84.99,15,4418.0,2603,37,112.34,300,3.0,2.0,1,0,0,1,0,0,0,1
110000000,0,55.44,3,145.0,230,7,69.42,50,3.0,1.0,0,1,0,0,1,0,0,1
557000000,1,84.87,14,423.0,393,7,109.65,219,3.0,2.0,0,1,0,0,1,0,0,1
697000000,1,135.0,15,1352.0,1352,15,157.42,280,4.0,2.0,1,0,0,1,0,0,0,1
850000000,1,83.69,3,641.0,802,15,105.58,448,3.0,1.0,1,0,0,1,0,0,0,1
100000000,0,59.62,6,423.0,420,7,79.12,130,3.0,1.0,0,1,0,0,1,1,0,0
860000000,1,111.03,15,623.0,284,2,142.15,30,3.0,2.0,0,1,0,1,0,1,0,0
263000000,0,84.9882,14,1846.0,1638,16,112.39,240,3.0,2.0,0,1,0,0,1,0,0,1
1345000000,1,84.98,5,1442.0,990,15,106.52,346,3.0,2.0,1,0,0,1,0,0,0,1
375000000,1,84.81,12,751.0,696,11,111.31,86,3.0,2.0,1,0,0,1,0,0,0,1
700000000,1,84.94,13,218.0,161,2,105.93,103,3.0,2.0,0,1,0,0,1,0,0,1
200000000,1,50.67,4,680.0,2256,20,69.59,938,2.0,1.0,1,0,0,1,0,1,0,0
270000000,1,83.72,1,120.0,117,1,109.13,10,3.0,2.0,0,1,0,0,1,0,0,1
460000000,1,59.99,9,1029.0,888,19,73.07,267,3.0,1.0,0,1,0,0,1,0,0,1
445000000,1,59.98,17,3310.0,2517,42,79.93,345,3.0,2.0,1,0,0,1,0,0,0,1
140000000,0,76.99,8,403.0,280,2,98.5,112,3.0,2.0,0,1,0,0,1,0,0,1
210000000,1,84.78,4,659.0,746,5,108.08,283,3.0,2.0,0,1,0,0,1,0,0,1
478000000,1,84.97,7,473.0,434,6,112.33,257,3.0,2.0,0,1,0,0,1,0,0,1
93700000,0,83.82,1,100.0,352,2,101.79,18,3.0,2.0,0,1,0,0,1,0,0,1
585000000,1,104.56,7,984.0,656,11,127.68,258,4.0,2.0,0,1,0,0,1,0,0,1
540000000,1,27.68,2,7876.0,5563,65,42.28,124,1.0,1.0,1,0,0,1,0,0,0,1
274000000,0,84.92,11,2252.0,1895,17,107.2,68,3.0,2.0,0,1,0,0,1,0,0,1
180000000,0,84.91,8,451.0,260,2,111.89,89,3.0,2.0,0,1,1,0,0,1,0,0
530000000,1,84.91,7,1152.0,1152,12,103.71,570,3.0,2.0,0,1,0,0,1,0,0,1
440000000,1,113.51,2,1704.0,2340,18,145.46,468,4.0,2.0,1,0,0,0,1,0,0,1
600000000,1,84.69,7,2022.0,2065,14,110.67,1032,3.0,2.0,0,1,1,0,0,0,0,1
400000000,0,127.05,12,1066.0,690,4,160.14,68,3.0,2.0,0,1,0,0,1,0,0,1
385000000,1,58.14,13,646.0,1045,9,79.9,807,3.0,1.0,1,0,0,1,0,1,0,0
163000000,1,39.84,1,560.0,1070,12,54.07,420,2.0,1.0,1,0,0,1,0,1,0,0
233700000,0,59.81,10,122.0,192,1,81.44,44,3.0,2.0,0,1,0,0,1,0,0,1
1390000000,1,148.8,6,2382.0,1702,21,176.36,36,4.0,2.0,0,1,0,0,1,0,0,1
175000000,1,59.94,16,182.0,196,1,81.91,84,3.0,1.0,0,1,0,0,1,1,0,0
290000000,1,59.94,14,140.0,128,1,85.79,67,3.0,1.0,0,1,0,0,1,1,0,0
315000000,1,51.48,8,360.0,360,5,72.33,170,2.0,1.0,0,1,0,0,1,1,0,0
350000000,1,59.94,13,3940.0,3003,25,82.42,145,2.0,1.0,0,1,0,0,1,0,0,1
440000000,1,84.98299999999998,4,635.0,620,22,109.83,60,3.0,2.0,0,1,0,0,1,0,0,1
156000000,0,59.44,21,294.0,445,3,75.48,81,3.0,1.0,0,1,0,0,1,0,0,1
778000000,1,76.5,14,3930.0,3930,30,112.39,1170,3.0,1.0,1,0,0,1,0,1,0,0
207000000,1,49.77,7,329.0,609,5,69.62,215,2.0,1.0,0,1,1,0,0,1,0,0
525000000,1,101.49,4,855.0,472,22,124.1,0,3.0,2.0,1,0,0,1,0,0,1,0
230000000,1,59.94,11,554.0,529,7,81.93,64,3.0,1.0,0,1,0,0,1,0,0,1
88000000,0,44.87,18,1383.0,640,5,64.9,640,2.0,1.0,0,1,0,0,1,1,0,0
588000000,1,84.98,20,2780.0,2198,40,109.07,584,3.0,2.0,0,1,0,0,1,0,0,1
580000000,1,59.88,16,2173.0,2036,19,85.12,895,3.0,1.0,1,0,0,1,0,1,0,0
380000000,1,84.91,8,463.0,390,4,109.71,0,3.0,2.0,0,1,0,0,1,0,0,1
483000000,1,83.52,12,674.0,1320,14,109.06,720,3.0,1.0,0,1,1,0,0,0,1,0
256000000,1,59.9,11,454.0,406,3,87.41,210,3.0,1.0,0,1,0,0,1,1,0,0
200000000,1,56.49,1,118.0,591,5,76.65,264,2.0,1.0,0,1,0,0,1,1,0,0
255000000,1,59.96,6,1179.0,987,13,84.66,365,3.0,1.0,1,0,0,1,0,1,0,0
488000000,1,84.79,8,799.0,669,9,106.38,489,3.0,2.0,0,1,0,0,1,0,0,1
485000000,1,71.37,15,1879.0,3100,34,89.25,230,3.0,1.0,1,0,0,1,0,1,0,0
107000000,0,59.92,5,559.0,848,3,80.44,598,3.0,2.0,0,1,0,0,1,0,0,1
600000000,0,134.6549,7,900.0,450,7,157.58,116,4.0,2.0,0,1,0,0,1,0,0,1
650000000,1,114.92,8,2091.0,2282,19,141.59,358,4.0,2.0,0,1,0,0,1,0,0,1
200000000,1,33.28,3,2455.0,3930,32,43.84,500,2.0,1.0,1,0,0,1,0,0,0,1
100000000,0,59.955,9,624.0,632,6,80.23,280,3.0,1.0,0,1,0,0,1,0,0,1
682000000,1,85.0,1,284.0,194,2,115.12,8,3.0,2.0,0,1,0,0,1,0,0,1
450000000,1,84.96,4,5402.0,5387,49,109.42,676,3.0,2.0,0,1,1,0,0,0,0,1
295000000,1,59.82,6,882.0,795,9,85.16,354,3.0,1.0,0,1,0,0,1,1,0,0
965000000,1,84.99,21,7876.0,5563,65,109.2,1201,3.0,2.0,1,0,0,1,0,0,0,1
308000000,0,84.94,13,1690.0,1122,16,109.36,350,3.0,2.0,0,1,0,0,1,0,0,1
315000000,1,59.58,8,2110.0,2496,23,83.38,636,3.0,1.0,0,1,0,0,1,1,0,0
585000000,1,84.85,4,126.0,111,1,104.7,111,3.0,2.0,0,1,0,0,1,0,0,1
467000000,1,84.8,7,112.0,133,2,104.18,37,3.0,2.0,0,1,0,0,1,0,0,1
303000000,0,84.97,12,1616.0,1082,10,108.6,248,3.0,2.0,0,1,0,0,1,0,0,1
313000000,1,84.93,7,520.0,430,5,109.79,212,3.0,2.0,0,1,0,0,1,0,0,1
300000000,1,84.9,5,1762.0,1495,18,107.59,567,3.0,2.0,0,1,0,0,1,0,0,1
198500000,1,84.96,5,400.0,494,6,102.4,479,3.0,2.0,1,0,0,1,0,0,0,1
189600000,0,84.9471,14,327.0,315,5,113.14,1,3.0,2.0,0,1,0,0,1,0,0,1
235000000,0,59.9615,1,692.0,547,8,82.55,80,3.0,2.0,0,1,0,0,1,0,0,1
150000000,0,85.995,20,597.0,532,6,106.85,380,3.0,2.0,0,1,0,0,1,0,0,1
572000000,1,84.65,15,329.0,314,4,108.29,138,3.0,2.0,0,1,0,0,1,0,0,1
520000000,0,84.6389,20,4599.0,2752,14,113.65,772,3.0,2.0,0,1,0,0,1,0,0,1
1180000000,1,83.7,6,400.0,900,8,114.72,270,3.0,1.0,1,0,1,0,0,1,0,0
600000000,1,84.44,12,214.0,332,4,109.09,210,3.0,2.0,1,0,0,1,0,0,0,1
395000000,0,84.9757,20,241.0,183,2,109.23,82,3.0,2.0,1,0,0,1,0,0,0,1
380000000,1,59.89,15,981.0,1550,12,75.2,240,2.0,1.0,1,0,0,1,0,1,0,0
330000000,1,59.94,8,4329.0,5150,42,85.9,864,3.0,1.0,0,1,0,0,1,1,0,0
575000000,1,84.99,3,154.0,134,3,111.55,26,3.0,2.0,0,1,0,0,1,0,0,1
625000000,1,84.84,1,805.0,655,10,107.79,198,3.0,2.0,0,1,0,0,1,0,0,1
870000000,1,84.41,17,0.0,1077,13,123.95,11,3.0,2.0,0,1,0,0,1,0,0,1
775320000,1,59.98,28,6075.0,3410,44,84.74,284,3.0,2.0,1,0,0,1,0,0,0,1
420000000,1,84.991,13,432.0,423,7,109.29,99,3.0,2.0,0,1,0,0,1,0,0,1
300000000,0,168.5321,5,2023.0,1330,14,203.77,100,5.0,2.0,0,1,0,0,1,0,0,1
280000000,1,59.79,3,1200.0,800,7,86.16,122,3.0,1.0,0,1,0,0,1,1,0,0
318000000,0,84.8502,10,1213.0,840,6,128.6,136,3.0,2.0,0,1,0,0,1,0,0,1
1330000000,1,58.08,3,2500.0,5040,124,59.5,65,3.0,1.0,0,1,0,0,1,0,0,1
250000000,0,60.83,1,3240.0,3060,33,83.12,504,3.0,1.0,0,1,1,0,0,1,0,0
160000000,0,59.9,9,191.0,330,2,85.02,205,3.0,1.0,0,1,0,0,1,1,0,0
61000000,0,55.77,14,789.0,825,8,75.03,360,3.0,1.0,0,1,0,0,1,1,0,0
436900000,0,169.292,3,343.0,145,3,199.91,90,4.0,2.0,0,1,0,0,1,0,0,1
398000000,1,84.91,4,208.0,165,2,107.63,38,3.0,2.0,0,1,1,0,0,0,0,1
88000000,0,58.01,5,2716.0,2716,20,76.81,1,2.0,1.0,0,1,1,0,0,1,0,0
295000000,1,59.99,12,1630.0,1613,16,81.19,580,3.0,1.0,0,1,0,0,1,0,0,1
160000000,0,60.0,6,200.0,124,2,85.95,64,3.0,1.0,1,0,0,1,0,1,0,0
317000000,0,141.51,10,2716.0,2302,24,170.78,200,4.0,2.0,0,1,0,0,1,0,0,1
330000000,1,84.09,14,2366.0,1971,28,105.32,394,3.0,2.0,0,1,0,0,1,0,0,1
490000000,0,127.489,36,1405.0,998,6,170.24,288,4.0,2.0,0,1,0,0,1,0,0,1
173000000,1,39.96,3,893.0,2433,14,57.07,451,2.0,1.0,1,0,0,1,0,1,0,0
360000000,1,59.89,15,1299.0,1080,8,76.91,165,2.0,1.0,0,1,1,0,0,1,0,0
420000000,1,47.52,1,1104.0,1882,34,64.59,60,2.0,1.0,1,0,0,1,0,1,0,0
180000000,0,84.975,12,422.0,424,4,106.74,186,3.0,2.0,0,1,0,0,1,0,0,1
340000000,1,80.1913,4,178.0,161,2,102.66,161,3.0,2.0,0,1,0,0,1,0,0,1
338000000,1,59.74,8,470.0,605,6,81.12,516,2.0,1.0,1,0,0,1,0,1,0,0
232000000,1,49.85,15,1800.0,3481,25,70.32,468,3.0,1.0,1,0,0,1,0,0,0,1
172000000,1,84.97,11,449.0,704,5,100.18,704,3.0,2.0,0,1,0,0,1,0,0,1
1120000000,1,84.99,9,7876.0,5563,65,110.3,350,3.0,2.0,1,0,0,1,0,0,0,1
420000000,1,79.8,14,515.0,644,9,104.56,336,3.0,1.0,0,1,0,0,1,1,0,0
300000000,1,59.91,11,597.0,516,7,83.44,228,3.0,2.0,0,1,0,0,1,0,0,1
150000000,0,74.209,7,520.0,499,7,94.46,90,3.0,2.0,0,1,0,0,1,0,0,1
250770000,1,35.905,9,142.0,191,1,47.86,160,1.0,1.0,0,1,0,0,1,0,0,1
368000000,1,84.92,7,172.0,147,3,106.85,147,3.0,2.0,0,1,0,0,1,0,0,1
498000000,1,59.94,22,3940.0,3003,25,82.42,145,2.0,1.0,0,1,0,0,1,0,0,1
330000000,1,65.43,14,360.0,1980,12,79.48,120,3.0,1.0,1,0,0,1,0,0,0,1
175800000,0,84.94,4,765.0,795,7,100.95,90,3.0,2.0,0,1,0,0,1,0,0,1
38000000,0,41.85,2,551.0,1484,14,57.11,836,2.0,1.0,0,1,0,0,1,1,0,0
299000000,1,59.68,6,898.0,718,11,80.96,160,3.0,1.0,0,1,0,0,1,0,0,1
195000000,1,44.24,11,1200.0,1234,15,55.8,132,2.0,1.0,0,1,0,0,1,1,0,0
507000000,0,84.867,16,2733.0,1598,19,106.99,228,3.0,2.0,0,1,0,0,1,0,0,1
258000000,0,84.945,3,376.0,336,4,111.44,290,3.0,2.0,0,1,0,0,1,0,0,1
337000000,1,84.52799999999998,13,372.0,320,3,102.76,84,3.0,2.0,0,1,0,0,1,0,0,1
430000000,1,55.34,3,137.0,127,1,83.55,26,3.0,1.0,0,1,0,0,1,1,0,0
648000000,1,84.915,11,720.0,480,6,101.94,150,3.0,1.0,0,1,0,1,0,0,0,1
370000000,1,84.82,1,299.0,783,7,101.94,336,3.0,2.0,0,1,0,0,1,0,0,1
600000000,1,84.9,16,618.0,508,5,108.86,308,3.0,2.0,1,0,0,1,0,0,0,1
152500000,1,38.22,7,86.0,168,1,52.48,56,1.0,1.0,0,1,0,0,1,0,1,0
536000000,1,59.96,14,3384.0,3404,35,83.76,705,3.0,1.0,0,1,0,0,1,1,0,0
281000000,0,60.83,2,3240.0,3060,33,83.12,504,3.0,1.0,0,1,1,0,0,1,0,0
186000000,0,59.997,13,1058.0,1028,13,81.74,260,3.0,2.0,0,1,0,0,1,0,0,1
255000000,1,59.91,2,282.0,266,2,86.92,153,3.0,1.0,0,1,0,0,1,0,1,0
293000000,0,147.895,7,672.0,672,13,170.63,120,5.0,2.0,0,1,1,0,0,0,0,1
170000000,1,43.2,12,680.0,2256,20,59.34,792,2.0,1.0,1,0,0,1,0,1,0,0
151000000,0,78.3,20,2169.0,2181,15,98.22,250,3.0,1.0,0,1,1,0,0,1,0,0
170000000,1,43.58,15,213.0,336,1,58.54,105,1.0,1.0,0,1,0,0,1,1,0,0
535000000,1,84.46,11,981.0,1550,12,101.35,360,3.0,2.0,1,0,0,1,0,0,0,1
498000000,1,35.64,3,1136.0,2841,58,35.87,480,2.0,1.0,0,1,0,0,1,0,0,1
590000000,1,84.81,3,486.0,423,6,109.96,59,3.0,2.0,0,1,0,0,1,0,0,1
210000000,0,84.9902,10,4697.0,3462,49,111.19,0,3.0,2.0,0,1,0,0,1,0,0,1
700000000,1,50.64,2,2500.0,5040,124,56.2,1055,3.0,1.0,0,1,0,0,1,0,0,1
424000000,1,74.58,10,360.0,1980,12,89.31,180,3.0,2.0,1,0,0,1,0,0,0,1
397000000,1,84.88,18,1188.0,952,7,108.13,473,3.0,2.0,0,1,0,0,1,0,0,1
234000000,1,59.4,21,713.0,652,8,83.27,186,3.0,1.0,1,0,0,1,0,1,0,0
220000000,1,84.96,8,138.0,132,2,103.88,79,3.0,2.0,0,1,0,0,1,0,0,1
815000000,1,124.55,4,1625.0,2280,33,149.47,196,4.0,2.0,1,0,0,1,0,0,0,1
147000000,1,60.89,6,180.0,357,7,69.42,0,0.0,0.0,0,1,0,0,1,0,0,1
718000000,1,98.63,12,1625.0,2280,33,115.7,696,3.0,1.0,1,0,0,1,0,1,0,0
325000000,1,59.91,13,285.0,257,3,85.44,129,3.0,1.0,0,1,0,0,1,1,0,0
308000000,1,68.03,5,440.0,366,1,89.16,1,3.0,1.0,0,1,0,0,1,1,0,0
693010000,1,133.74,21,1804.0,440,4,165.21,102,4.0,2.0,0,1,0,0,1,0,0,1
238000000,1,84.94,10,212.0,263,2,109.23,73,3.0,2.0,0,1,0,0,1,0,0,1
818500000,1,50.64,1,2500.0,5040,124,56.2,1055,3.0,1.0,0,1,0,0,1,0,0,1
340000000,1,60.054,3,635.0,620,22,81.54,256,3.0,2.0,0,1,0,0,1,0,0,1
530000000,1,53.36,28,883.0,794,9,75.31,137,3.0,2.0,1,0,0,1,0,0,0,1
298000000,1,61.52,11,2800.0,2830,23,85.72,240,2.0,1.0,1,0,0,1,0,1,0,0
345000000,1,83.40899999999998,14,223.0,237,2,104.74,81,3.0,2.0,0,1,0,0,1,0,0,1
740000000,1,50.38,2,2500.0,5040,124,50.38,710,2.0,1.0,0,1,0,0,1,0,0,1
265000000,0,84.99,14,662.0,588,10,113.18,75,3.0,2.0,1,0,0,1,0,0,0,1
495000000,1,114.988,18,608.0,379,8,138.04,148,4.0,2.0,0,1,0,0,1,0,0,1
59000000,0,41.3,8,326.0,1080,7,60.33,90,2.0,1.0,0,1,0,0,1,1,0,0
660000000,1,114.475,5,402.0,376,5,143.65,43,4.0,2.0,0,1,0,0,1,0,0,1
